target_id	length	eff_length	Asue_1	Asue_1_tpm
AsAa_g4533	951	767.577	38.7841	0.608403
AsAa_g14924	1365	1181.56	41	0.417818
AsAa_g1957	336	159.685	430.948	32.4952
AsAt_g4674	483	300.482	5	0.20036
AsAt_g3881	1191	1007.56	6	0.0717034
AsAt_g9241	1512	1328.56	400	3.62525
AsAa_g6256	615	431.772	0	0
AsAa_g8827	810	626.631	885	17.0056
AsAa_g19432	1608	1424.56	21	0.1775
AsAt_g2836	954	770.577	655.415	10.2414
AsAa_g15154	3399	3215.56	1164.95	4.36225
AsAa_g21159	6696	6512.56	1120.13	2.07097
AsAt_g3991	1023	839.561	127.367	1.82669
AsAt_g18765	2532	2348.56	46	0.235839
AsAa_g3609	3063	2879.56	499.361	2.08808
AsAt_g6980	912	728.591	233.464	3.8583
AsAt_g6975	528	345.144	548.898	19.1492
AsAt_g19236	1476	1292.56	9	0.08384
AsAa_g17505	561	377.922	79.5932	2.53591
AsAa_g19950	1110	926.561	3	0.0389858
AsAa_g8775	1719	1535.56	48	0.376386
AsAa_g11249	3069	2885.56	89	0.371381
AsAa_g12630	357	178.851	18	1.21182
AsAt_g21169	1260	1076.56	159	1.77835
AsAa_g11675	627	443.755	0	0
AsAt_g16594	681	497.718	0	0
AsAa_g18410	1011	827.561	3	0.0436497
AsAa_g1716	252	88.9167	19	2.57294
AsAa_g22302	705	521.688	2	0.0461614
AsAt_g6206	1359	1175.56	0	0
AsAt_g7191	1179	995.561	332	4.01541
AsAa_g7521	4428	4244.56	211.498	0.599975
AsAa_g15170	1116	932.561	352	4.54491
AsAa_g19143	429	247.446	322	15.6688
AsAa_g4195	1818	1634.56	379.958	2.79894
AsAa_g20036	846	662.618	0	0
AsAa_g10983_AsAa_g15737	519	336.198	5.38852	0.192989
AsAt_g5510	3522	3338.56	468.129	1.68836
AsAa_g14895	216	63.6395	15.7711	2.98398
AsAt_g21848	720	536.677	67	1.50322
AsAt_g18677	1701	1517.56	107	0.84898
AsAt_g19953	1332	1148.56	5	0.0524174
AsAa_g17490	3687	3503.56	0	0
AsAa_g84	5475	5291.56	528.135	1.20177
AsAt_g11411	366	187.181	0	0
AsAt_g6292	354	176.138	0	0
AsAa_g6789	252	88.9167	83	11.2397
AsAt_g2363	405	224.157	110.963	5.96056
AsAa_g17880	984	800.561	37	0.556502
AsAa_g17894	1323	1139.56	793	8.37906
AsAa_g900	495	312.372	14	0.539654
AsAa_g3495	660	476.728	723.429	18.272
AsAt_g9233	1317	1133.56	250	2.65555
AsAa_g6223	1698	1514.56	1842.01	14.6442
AsAt_g16355	1977	1793.56	0	0
AsAa_g10872	1359	1175.56	0	0
AsAt_g9569	819	635.631	84.3043	1.597
AsAa_g1318	2523	2339.56	307.381	1.58199
AsAa_g12803	3264	3080.56	112.976	0.441588
AsAt_g20899	702	518.688	24	0.557141
AsAt_g20312	1725	1541.56	429.815	3.35722
AsAt_g14467	1035	851.561	2	0.0282796
AsAt_g11911	1152	968.561	0	0
AsAa_g7152	573	389.884	0	0
AsAt_g2215	1269	1085.56	258.091	2.86271
AsAa_g800	786	602.631	4963.63	99.1763
AsAt_g2808	456	273.874	0	0
AsAa_g18075	2220	2036.56	670.976	3.96707
AsAa_g6253	1254	1070.56	1686.81	18.972
AsAa_g15427	306	132.784	878.306	79.6451
AsAa_g20216	1104	920.561	89.4198	1.16961
AsAa_g20974	402	221.296	0	0
AsAt_g14278	501	318.328	0	0
AsAa_g14203	1326	1142.56	353.057	3.72071
AsAa_g20322	1341	1157.56	459.077	4.77531
AsAt_g14938	1368	1184.56	91	0.925004
AsAa_g10734	1878	1694.56	26	0.184746
AsAa_g10003	777	593.643	12	0.243397
AsAt_g8581	888	704.591	0	0
AsAt_g6183	891	707.591	96	1.63361
AsAa_g14859	2433	2249.56	209.868	1.12333
AsAt_g9736	672	488.718	0	0
AsAt_g21764	489	306.422	71.267	2.80045
AsAa_g8375	1140	956.561	22	0.27693
AsAa_g1855	1068	884.561	5	0.0680616
AsAa_g10891	1887	1703.56	260.677	1.84249
AsAa_g10276	975	791.561	624	9.49205
AsAt_g18062	651	467.728	22	0.566356
AsAa_g988	1521	1337.56	0	0
AsAa_g1637	1530	1346.56	15	0.13413
AsAt_g20729	1044	860.561	22.0769	0.308899
AsAt_g16311	903	719.591	0	0
AsAt_g4399	789	605.631	725	14.4142
AsAt_g91	1626	1442.56	0	0
AsAa_g7509	855	671.618	12	0.215139
AsAa_g7623	690	506.698	124	2.94667
AsAt_g22101	327	151.466	293.435	23.3269
AsAt_g11858	1938	1754.56	124.25	0.852685
AsAt_g18390	879	695.591	7	0.121172
AsAa_g20616	1728	1544.56	0	0
AsAt_g21009	1146	962.561	76	0.950703
AsAt_g11880	312	138.037	928.587	81.0002
AsAa_g3195	435	253.29	15	0.713071
AsAt_g10906	480	297.524	0	0
AsAt_g18345	798	614.631	1831.61	35.8821
AsAt_g6609	2364	2180.56	1213.56	6.70121
AsAt_g14039	1572	1388.56	194.426	1.68597
AsAa_g23141	1077	893.561	0	0
AsAa_g5126	1350	1166.56	34.1	0.351971
AsAt_g3187	660	476.728	90.0952	2.27558
AsAa_g20743	915	731.591	10	0.164585
AsAt_g11001	465	282.745	0	0
AsAt_g4992	3612	3428.56	9	0.0316075
AsAa_g11028	2586	2402.56	761.383	3.81583
AsAt_g11504	486	303.446	355.526	14.1075
AsAa_g8049	1014	830.561	83	1.20328
AsAa_g16394	1893	1709.56	11	0.0774761
AsAa_g23326	300	127.554	0	0
AsAt_g15254	942	758.577	7	0.111111
AsAa_g18351	864	680.591	5	0.0884593
AsAa_g11062	2184	2000.56	3071	18.4837
AsAa_g127	1275	1091.56	49.228	0.54303
AsAa_g6731	1275	1091.56	11.2667	0.124282
AsAt_g1069	660	476.728	5	0.126287
AsAa_g12182	2025	1841.56	124.436	0.813618
AsAt_g10655	705	521.688	92	2.12342
AsAa_g16363	693	509.688	85	2.00805
AsAt_g20679	726	542.677	146.415	3.24866
AsAa_g10454	573	389.884	14	0.432367
AsAa_g8264	618	434.763	0	0
AsAa_g22179	3636	3452.56	20.4579	0.0713475
AsAa_g16662	1950	1766.56	573.543	3.90928
AsAa_g13226	2199	2015.56	9.16072	0.054726
AsAa_g8806	318	143.338	0	0
AsAa_g1451	516	333.212	0	0
AsAt_g13717	882	698.591	832.17	14.3433
